CustomerID,Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Is_UK,Cancellation_Frequency,Cancellation_Rate,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend
15154,74,2,85,224.73,112.365,66,0.013513514,6,16,1,1,0.5,224.73,0,0
15156,1,3,597,961.49,320.4966667,51,0.592592593,0,9,1,0,0,480.745,230.4390289,325.89
15157,3,5,2243,1879.84,375.968,125,2.709923664,3,13,1,2,0.4,469.96,444.4254794,-231.946
15158,45,1,198,401.4,401.4,7,0,1,13,1,0,0,401.4,0,0
15160,357,1,84,158.16,158.16,4,0,4,14,1,0,0,158.16,0,0
15163,18,2,186,304.47,152.235,29,6.214285714,0,13,1,0,0,152.235,3.9103005,-5.53
15164,68,3,351,824.58,274.86,79,2.71,6,12,1,0,0,274.86,162.0415709,146.455
15165,373,1,160,487.75,487.75,27,0,2,14,1,0,0,487.75,0,0
15167,320,1,65,158.8,158.8,39,0,6,12,1,0,0,158.8,0,0
15168,25,1,52,106.56,106.56,5,0,0,11,1,0,0,106.56,0,0
15171,324,2,190,1034.5,517.25,5,1.166666667,2,15,1,1,0.5,1034.5,0,0
15172,8,5,1610,1609.05,321.81,105,2.111111111,4,11,1,0,0,321.81,79.63602388,21.081
15174,322,1,145,135.75,135.75,11,0,4,9,1,0,0,135.75,0,0
15175,71,1,454,224.14,224.14,23,0,3,11,1,0,0,224.14,0,0
15178,260,1,30,40.5,40.5,3,0,3,15,1,0,0,40.5,0,0
15179,18,7,1907,2186.2,312.3142857,91,3.680851064,0,12,1,2,0.285714286,437.24,518.9359413,5.824
15180,367,1,36,87.5,87.5,6,0,1,14,1,0,0,87.5,0,0
15181,66,4,543,684.53,171.1325,12,18.6875,1,13,1,1,0.25,171.1325,136.4603027,61.329
15182,154,2,253,622.85,311.425,24,4.071428571,2,12,1,0,0,311.425,83.51638193,-118.11
15184,29,2,199,402.2,201.1,59,2.639344262,3,13,1,0,0,201.1,48.26710888,-68.26
15185,70,1,666,310.62,310.62,21,0,4,14,1,0,0,310.62,0,0
15186,14,2,215,411.41,205.705,17,8.555555556,4,14,1,0,0,205.705,33.31180046,-47.11
15187,1,17,1868,4655.08,273.8282353,60,2.318681319,3,15,1,2,0.117647059,581.885,347.9056083,73.32333333
15192,119,3,918,1044.32,348.1066667,36,4.92,2,15,1,0,0,348.1066667,64.99559549,-4.335
15193,60,1,144,499.32,499.32,19,0,0,8,1,0,0,499.32,0,0
15197,8,5,453,656.44,131.288,30,10,1,10,1,2,0.4,131.288,367.5109319,-39.478
15198,92,2,120,193.64,96.82,10,3.555555556,3,14,1,0,0,96.82,15.30179074,-21.64
15199,59,4,396,1268.7,317.175,5,20.75,1,10,1,0,0,317.175,24.28547234,-14.99
15201,78,11,962,927.84,84.34909091,38,1.760416667,3,14,1,6,0.545454545,231.96,130.0806706,-76.46
15203,25,6,1753,1827.8,304.6333333,82,2.028368794,2,15,1,0,0,304.6333333,103.7577939,-10.072
15204,357,1,258,316.58,316.58,9,0,4,13,1,0,0,316.58,0,0
15205,85,2,378,653.24,326.62,37,1.166666667,3,16,1,0,0,326.62,211.679486,-299.36
15206,10,4,162,420.3,105.075,3,33.125,1,11,1,0,0,105.075,90.96033476,64.59
15208,1,6,314,867.62,144.6033333,25,8.380952381,2,14,1,1,0.166666667,173.524,70.83235758,19.298
15210,225,1,228,331.18,331.18,20,0,3,16,1,0,0,331.18,0,0
15211,60,2,240,894.41,447.205,52,5.980392157,0,13,1,0,0,447.205,90.70058682,128.27
15212,239,2,33,88.95,44.475,5,0.333333333,1,13,1,1,0.5,88.95,0,0
15213,318,3,270,325.05,108.35,22,0.458333333,4,11,1,1,0.333333333,325.05,0,0
15214,1,8,1254,1661.44,207.68,109,2.211009174,0,9,1,0,0,276.9066667,182.508336,-32.21371429
15215,44,6,211,615.99,102.665,35,6.5,0,12,1,3,0.5,153.9975,202.8501656,147.079
15216,87,1,28,96.6,96.6,2,0,1,11,1,0,0,96.6,0,0
15218,10,11,3329,5756.89,523.3536364,77,1.866666667,0,11,1,0,0,639.6544444,153.8375604,8.516833333
15219,176,1,45,305.75,305.75,9,0,3,16,1,0,0,305.75,0,0
15220,51,7,1377,1758.92,251.2742857,110,1.940677966,4,12,1,1,0.142857143,293.1533333,142.586725,32.02914286
15221,366,2,25,114.1,57.05,9,0.3,6,12,1,1,0.5,114.1,0,0
15222,318,1,440,585,585,5,0,1,8,1,0,0,585,0,0
15223,225,3,98,454.9,151.6333333,14,0.774193548,0,12,1,1,0.333333333,454.9,0,0
15224,358,3,150,310.48,103.4933333,13,0.266666667,3,15,1,1,0.333333333,310.48,0,0
15225,234,1,226,409.4,409.4,23,0,1,14,1,0,0,409.4,0,0
15226,310,1,71,154.41,154.41,8,0,2,11,1,0,0,154.41,0,0
15227,36,5,750,1219.4,243.88,43,4.929824561,2,15,1,0,0,304.85,38.41070771,1.796
15228,66,5,2252,3376.96,675.392,110,1.824,1,12,1,1,0.2,844.24,348.4871319,138.572
15230,239,2,351,429.6,214.8,23,0.045454545,2,11,1,0,0,429.6,0,0
15232,113,2,686,612.06,306.03,26,0.9,4,12,1,0,0,306.03,6.123544725,-8.66
15234,276,1,196,197,197,14,0,1,8,1,0,0,197,0,0
15235,217,12,1324,2247.51,187.2925,132,1.098591549,3,9,1,0,0,449.502,138.1960315,-60.614
15236,298,1,269,321.05,321.05,15,0,0,10,1,0,0,321.05,0,0
15237,1,4,1071,1412.32,353.08,94,2.306122449,1,15,1,0,0,353.08,395.4310132,-248.562
15238,29,5,689,1056.54,211.308,49,3.039215686,0,15,1,2,0.4,352.18,104.5737362,7.26
15239,10,3,591,764.34,254.78,48,1.333333333,3,9,1,1,0.333333333,254.78,245.3660137,-71.495
15240,44,7,1361,1685.57,240.7957143,61,3.987804878,2,9,1,2,0.285714286,280.9283333,146.1960341,53.33971429
15241,66,9,1814,1723.59,191.51,81,1.990825688,1,15,1,1,0.111111111,246.2271429,185.834132,-39.28785714
15243,74,1,185,316.68,316.68,22,0,0,14,1,0,0,316.68,0,0
15244,65,2,405,631.57,315.785,31,5.545454545,2,13,1,0,0,315.785,25.23664102,35.69
15245,134,3,1784,2515.84,838.6133333,55,1.443181818,2,13,1,0,0,838.6133333,386.1899104,-236.68
15246,238,2,247,514.15,257.075,32,3.75,4,14,1,0,0,257.075,100.5152289,142.15
15247,122,1,160,356,356,6,0,1,12,1,0,0,356,0,0
15249,31,15,3557,6657.36,443.824,211,0.630252101,2,11,1,2,0.133333333,832.17,436.6355415,-75.10595238
15252,36,2,522,740.78,370.39,44,3.418604651,3,13,1,0,0,370.39,98.7686752,139.68
15253,16,6,864,915.3,152.55,52,2.833333333,0,12,1,1,0.166666667,305.1,146.9428035,51.875
15254,127,1,275,300.36,300.36,18,0,3,15,1,0,0,300.36,0,0
15255,66,1,489,890.85,890.85,47,0,1,12,1,0,0,890.85,0,0
15256,148,1,55,98.45,98.45,6,0,3,11,1,0,0,98.45,0,0
15257,281,2,45,232.15,116.075,7,0.285714286,1,12,1,1,0.5,232.15,0,0
15258,168,2,142,623.16,311.58,32,1.484848485,4,12,1,0,0,311.58,5.769991334,-8.16
15260,100,8,861,1780.77,222.59625,62,3.532467532,2,13,1,1,0.125,296.795,95.49754379,-22.59857143
15261,135,1,270,254.82,254.82,19,0,2,15,1,0,0,254.82,0,0
15262,323,1,73,178.95,178.95,10,0,3,12,1,0,0,178.95,0,0
15263,106,1,89,156.51,156.51,12,0,3,10,1,0,0,156.51,0,0
15264,64,1,265,393.74,393.74,23,0,3,13,1,0,0,393.74,0,0
15265,151,2,612,1506.12,753.06,76,1.037037037,0,12,1,0,0,753.06,57.72819762,81.64
15266,338,1,18,119.3,119.3,6,0,2,13,1,0,0,119.3,0,0
15267,22,5,944,1717.36,343.472,8,16,4,10,1,0,0,429.34,417.551432,-291.048
15269,23,1,26,408.8,408.8,2,0,2,9,1,0,0,408.8,0,0
15270,15,9,1459,2298.2,255.3555556,22,6.276595745,2,9,1,2,0.222222222,574.55,283.6732422,-113.23
15271,7,16,1246,2472.09,154.505625,184,1.356060606,0,13,1,1,0.0625,247.209,92.47258278,13.04090909
15272,57,2,310,721.94,360.97,63,0.467741935,3,12,1,0,0,360.97,87.695383,124.02
15274,4,2,619,716.57,358.285,44,0.304347826,0,14,1,0,0,358.285,36.35235962,-51.41
15275,31,2,497,609.19,304.595,41,0.146341463,2,11,1,1,0.5,609.19,0,0
15276,66,1,61,128.63,128.63,49,0,1,16,1,0,0,128.63,0,0
15277,46,1,205,255.9,255.9,12,0,0,10,1,0,0,255.9,0,0
15279,354,2,185,277.41,138.705,21,0.55,0,10,1,1,0.5,277.41,0,0
15280,172,1,154,113.12,113.12,16,0,0,17,1,0,0,113.12,0,0
15281,58,12,1193,2239.95,186.6625,122,1.845637584,0,15,1,3,0.25,279.99375,268.7785369,-46.02940476
15286,49,1,55,240.55,240.55,3,0,4,11,1,0,0,240.55,0,0
15287,22,3,432,485.24,161.7466667,17,2.4,4,12,1,1,0.333333333,161.7466667,171.7773478,-97.635
15288,43,5,775,2306.52,461.304,80,3.701149425,3,14,1,0,0,461.304,314.5672973,-33.537
15289,29,4,996,935.1,233.775,43,3.793103448,0,11,1,1,0.25,311.7,67.03691147,-66.825
15290,4,21,4430,7788.77,370.8938095,92,1.69047619,4,14,1,3,0.142857143,649.0641667,478.8244332,97.26122378
15291,25,19,2073,4551.51,239.5531579,62,3.252336449,2,16,1,5,0.263157895,650.2157143,182.8999593,16.94178571
15292,201,1,55,178.39,178.39,24,0,6,15,1,0,0,178.39,0,0
15296,44,10,1757,3610.31,361.031,137,1.417085427,0,11,1,4,0.4,601.7183333,454.6862974,-65.79914286
15297,10,4,290,635.04,158.76,30,1.325,1,16,1,1,0.25,317.52,123.1214327,174.12
15298,2,14,2752,3774.1,269.5785714,115,1.886010363,2,8,1,2,0.142857143,419.3444444,187.0997121,5.971
15300,64,1,292,496.44,496.44,28,0,3,17,1,0,0,496.44,0,0
15301,50,14,2744,5007.72,357.6942857,167,1.297959184,3,9,1,2,0.142857143,556.4133333,140.5378402,-0.590833333
15303,290,1,248,574.02,574.02,31,0,1,13,1,0,0,574.02,0,0
15304,60,10,100,680.3,68.03,8,12.32,0,8,1,2,0.2,97.18571429,36.89178674,-3.764285714
15306,64,3,810,1174.35,391.45,57,1.473684211,3,12,1,0,0,391.45,110.1527072,86.33
15307,95,1,37,205.3,205.3,12,0,0,11,1,0,0,205.3,0,0
15308,270,2,173,302.27,151.135,19,0.2,3,13,1,1,0.5,302.27,0,0
15312,75,5,513,921.1,184.22,42,5.936170213,6,12,1,1,0.2,230.275,87.09071076,-59.908
15314,199,1,313,327.97,327.97,24,0,1,14,1,0,0,327.97,0,0
15315,64,3,838,551.54,183.8466667,35,1.405405405,3,12,1,1,0.333333333,275.77,86.53572788,122.38
15318,3,1,642,312.62,312.62,33,0,1,11,1,0,0,312.62,0,0
15319,283,1,175,204.5,204.5,16,0,1,12,1,0,0,204.5,0,0
15320,44,1,326,267.13,267.13,36,0,2,13,1,0,0,267.13,0,0
15321,49,4,1164,2663.48,665.87,83,2.326923077,4,9,1,1,0.25,887.8266667,869.2729103,-622.15
15322,64,2,365,602.97,301.485,42,0.4375,3,9,1,1,0.5,301.485,534.8484982,-756.39
15325,103,1,231,161.74,161.74,47,0,6,11,1,0,0,161.74,0,0
15326,333,1,386,311.71,311.71,29,0,0,11,1,0,0,311.71,0,0
15327,52,1,116,208.75,208.75,10,0,1,11,1,0,0,208.75,0,0
15329,35,5,480,1007.5,201.5,51,5.5,3,15,1,2,0.4,201.5,211.456142,-3.5
15330,32,2,1312,714.96,357.48,10,2.333333333,0,12,1,0,0,357.48,52.43903889,74.16
15333,208,1,344,1028.56,1028.56,16,0,6,13,1,0,0,1028.56,0,0
15334,156,3,272,347.87,115.9566667,66,0.177083333,2,11,1,0,0,173.935,69.79851037,-98.71
15335,53,1,79,170.22,170.22,34,0,0,12,1,0,0,170.22,0,0
15339,66,3,414,557.57,185.8566667,79,2.896551724,1,12,1,1,0.333333333,278.785,29.53585025,41.77
15341,80,1,812,2020.52,2020.52,17,0,1,9,1,0,0,2020.52,0,0
15342,116,2,276,391.76,195.88,24,0.52,1,10,1,1,0.5,391.76,0,0
15343,87,1,84,364.5,364.5,21,0,1,13,1,0,0,364.5,0,0
15344,0,5,106,476.58,95.316,21,2.387096774,0,14,1,2,0.4,119.145,149.8623102,-43.666
15345,35,2,78,367.69,183.845,20,0.454545455,1,11,1,1,0.5,183.845,296.553513,-419.39
15346,332,1,144,252.42,252.42,17,0,1,11,1,0,0,252.42,0,0
15347,366,1,130,201.6,201.6,5,0,2,15,1,0,0,201.6,0,0
15348,72,1,84,158.04,158.04,9,0,2,13,1,0,0,158.04,0,0
15349,158,2,321,463.91,231.955,65,0.414285714,6,15,1,0,0,231.955,175.7231062,-248.51
15350,373,1,51,115.65,115.65,5,0,2,13,1,0,0,115.65,0,0
15351,12,10,721,1836.69,183.669,160,1.579646018,6,12,1,3,0.3,459.1725,146.3599431,64.333
15353,254,2,341,770.12,385.06,59,1.883333333,2,12,1,0,0,385.06,103.8174176,146.82
15355,29,2,45,277.05,138.525,9,1.846153846,0,15,1,0,0,138.525,17.35947148,24.55
15356,31,10,1643,2718.03,271.803,215,0.676706827,4,13,1,0,0,302.0033333,83.30361532,-5.194833333
15360,39,1,223,427.93,427.93,13,0,0,9,1,0,0,427.93,0,0
15361,361,1,336,418.92,418.92,7,0,0,9,1,0,0,418.92,0,0
15363,241,2,143,318.05,159.025,16,8.1875,3,12,1,1,0.5,159.025,236.1383096,-333.95
15364,95,2,493,913.19,456.595,29,5.678571429,0,9,1,0,0,456.595,176.4867815,249.59
15365,25,8,759,1549.17,193.64625,65,1.946308725,0,10,1,1,0.125,387.2925,1029.700344,-202.001
15366,75,2,621,602.51,301.255,37,6.581395349,6,15,1,0,0,301.255,276.7828074,391.43
15367,57,5,1055,1867.69,373.538,92,2.294736842,2,13,1,1,0.2,466.9225,341.6117926,-157.101
15368,21,1,230,446.94,446.94,4,0,4,14,1,0,0,446.94,0,0
15370,40,8,828,2360.55,295.06875,65,3.106382979,3,14,1,1,0.125,393.425,138.6790969,19.046
15372,137,1,2924,2007.4,2007.4,27,0,0,16,1,0,0,2007.4,0,0
15373,8,12,475,2192.11,182.6758333,73,2.688888889,2,14,1,1,0.083333333,243.5677778,161.4281586,7.965833333
15374,128,1,126,168,168,3,0,2,9,1,0,0,168,0,0
15376,40,3,615,1221.56,407.1866667,100,1.582608696,6,13,1,0,0,407.1866667,208.6418348,-199.015
15379,169,8,2293,3631.89,453.98625,145,0.969230769,3,13,1,1,0.125,726.378,551.0860687,-301.261
15380,8,6,374,1682.36,280.3933333,22,9.916666667,3,16,1,1,0.166666667,336.472,72.94190784,25.834
15381,213,2,171,596.85,298.425,8,7.857142857,2,13,1,0,0,298.425,22.80419369,32.25
15382,14,8,4003,5927.86,740.9825,193,0.921311475,4,9,1,2,0.25,1185.572,839.2932455,247.971
15384,169,3,593,635.76,211.92,35,4.833333333,3,10,1,1,0.333333333,317.88,29.64191627,41.92
15385,40,1,161,316.88,316.88,12,0,6,15,1,0,0,316.88,0,0
15386,186,1,446,394.14,394.14,31,0,0,13,1,0,0,394.14,0,0
15388,270,1,88,140.54,140.54,10,0,0,13,0,0,0,140.54,0,0
15392,4,5,1265,1515.73,303.146,74,4.238095238,0,10,1,1,0.2,378.9325,124.8230591,19.487
15393,16,2,150,231.86,115.93,10,24.09090909,3,16,1,0,0,115.93,11.5541248,-16.34
15394,9,4,910,2183.54,545.885,54,4.154761905,3,14,1,0,0,545.885,228.6100618,-120.586
15395,325,1,17,107.45,107.45,7,0,1,12,1,0,0,107.45,0,0
15396,112,1,122,288.18,288.18,14,0,4,10,1,0,0,288.18,0,0
15397,289,1,20,94,94,6,0,2,9,1,0,0,94,0,0
15398,16,3,767,1339.63,446.5433333,60,0.849315068,2,16,1,1,0.333333333,669.815,57.79183723,81.73
15399,1,3,611,815.77,271.9233333,45,1.591836735,3,15,1,0,0,271.9233333,30.94513263,-19.265
15400,92,6,360,666.7,111.1166667,10,15.5,2,11,1,1,0.166666667,166.675,125.0439756,-63.41
15402,148,2,693,626.35,313.175,34,1.2,4,13,1,0,0,313.175,180.7577065,-255.63
15405,189,1,193,349.1,349.1,8,0,4,14,1,0,0,349.1,0,0
15406,18,4,236,426.61,106.6525,51,4.964912281,4,16,1,2,0.5,213.305,55.13311573,-77.97
15407,33,4,552,1046.74,261.685,142,1.850340136,6,11,1,0,0,261.685,119.6438321,66.904
15408,264,1,106,267.18,267.18,34,0,6,15,1,0,0,267.18,0,0
15410,84,8,1200,3450.84,431.355,48,1.462809917,4,14,1,0,0,575.14,239.1778537,30.86914286
15411,26,5,527,1336.43,267.286,86,1.591836735,6,15,1,1,0.2,267.286,233.0601148,16.423
15412,171,1,108,190.53,190.53,10,0,1,15,1,0,0,190.53,0,0
15414,9,3,442,759.9,253.3,36,6.297297297,2,9,1,0,0,379.95,486.1359121,687.5
15415,313,1,551,559.61,559.61,46,0,6,14,1,0,0,559.61,0,0
15416,64,5,2089,3974.37,794.874,165,1.135416667,3,8,1,1,0.2,993.5925,255.6173521,-164.499
15417,85,1,284,508.8,508.8,28,0,3,15,1,0,0,508.8,0,0
15419,24,1,230,135.86,135.86,8,0,1,9,1,0,0,135.86,0,0
15421,58,4,500,950.36,237.59,40,4.846153846,2,14,1,0,0,316.7866667,118.1577697,-42.03
15422,323,2,38,97.7,48.85,6,0,3,14,1,0,0,97.7,0,0
15423,38,1,101,43.5,43.5,2,0,1,14,1,0,0,43.5,0,0
15424,254,2,554,383.34,191.67,17,0,2,13,1,0,0,383.34,0,0
15426,19,7,645,1386.58,198.0828571,222,1.241134752,6,13,1,2,0.285714286,462.1933333,263.311627,189.89
15427,33,3,967,1430.54,476.8466667,233,0.048109966,6,14,1,0,0,715.27,503.1489012,711.56
15428,15,1,102,93.78,93.78,6,0,3,16,1,0,0,93.78,0,0
15429,26,3,369,364.9,121.6333333,77,0.597560976,6,13,1,1,0.333333333,182.45,39.82425392,-56.32
15432,23,1,65,171.19,171.19,10,0,2,16,1,0,0,171.19,0,0
15433,79,3,399,417.87,139.29,40,3.615384615,3,14,1,1,0.333333333,139.29,244.7357532,-244.035
15434,8,6,638,997.48,166.2466667,40,3.310344828,2,16,1,1,0.166666667,249.37,67.69386087,-31.32
15435,22,1,54,149.29,149.29,29,0,3,16,1,0,0,149.29,0,0
15436,12,3,574,1067.75,355.9166667,243,0.765517241,6,16,1,0,0,355.9166667,126.4856349,-126.45
15437,262,1,79,200.16,200.16,44,0,1,13,1,0,0,200.16,0,0
15438,131,1,59,156.58,156.58,25,0,6,14,1,0,0,156.58,0,0
15440,54,3,197,383.68,127.8933333,50,2.524590164,6,12,1,0,0,127.8933333,17.17594054,10.11
15442,248,1,120,594,594,2,0,1,12,1,0,0,594,0,0
15443,1,8,1636,3188.84,398.605,237,0.852941176,6,12,1,1,0.125,531.4733333,336.6156464,78.052
15444,9,2,759,1411.21,705.605,191,0.145539906,2,17,1,0,0,705.605,522.9125358,739.51
15445,264,1,58,113.5,113.5,5,0,6,15,1,0,0,113.5,0,0
15447,330,1,85,155.17,155.17,9,0,3,11,1,0,0,155.17,0,0
15448,312,1,232,494.64,494.64,28,0,0,10,1,0,0,494.64,0,0
15449,26,5,810,971.22,194.244,47,3.852459016,2,10,1,2,0.4,194.244,179.5096895,-3.82
15450,30,1,376,429.84,429.84,30,0,2,17,1,0,0,429.84,0,0
15452,29,3,280,528.48,176.16,47,4.272727273,6,15,1,0,0,176.16,56.47871103,-55.8
15453,1,7,837,1371.77,195.9671429,169,0.669064748,3,12,1,0,0,228.6283333,94.81475675,-12.29514286
15454,362,1,86,179.1,179.1,23,0,6,14,1,0,0,179.1,0,0
15456,283,3,633,434.59,144.8633333,48,1.333333333,1,13,1,0,0,217.295,19.69292386,-27.85
15457,262,1,132,237.07,237.07,56,0,1,15,1,0,0,237.07,0,0
15458,25,1,156,161.64,161.64,7,0,0,13,1,0,0,161.64,0,0
15460,354,1,107,214.26,214.26,53,0,0,16,1,0,0,214.26,0,0
15462,94,3,172,234.6,78.2,9,9.3,1,15,1,0,0,78.2,23.20948082,-20.1
15463,29,1,106,126.14,126.14,7,0,3,12,1,0,0,126.14,0,0
15464,338,1,348,1044.65,1044.65,155,0,2,15,1,0,0,1044.65,0,0
15465,19,24,1217,6945.02,289.3758333,43,3.398058252,6,10,1,6,0.25,694.502,378.1093871,-60.45684848
15466,85,1,246,334.53,334.53,56,0,3,14,1,0,0,334.53,0,0
15467,9,4,306,511.88,127.97,41,2.75,6,14,1,1,0.25,255.94,207.3519925,-293.24
15468,35,5,150,438.46,87.692,25,11.60714286,2,13,1,3,0.6,146.1533333,261.1339216,-3.35
15469,43,4,150,504.5,126.125,24,2.961538462,3,16,1,2,0.5,252.25,53.66940469,-75.9
15471,2,1,256,454.48,454.48,67,0,2,14,1,0,0,454.48,0,0
15472,113,1,251,371.56,371.56,76,0,3,15,1,0,0,371.56,0,0
15473,14,10,552,1465.2,146.52,4,3.538461538,2,14,1,3,0.3,732.6,26.30437226,-37.2
15475,77,1,319,454.11,454.11,29,0,4,15,1,0,0,454.11,0,0
15478,40,2,575,1399.92,699.96,34,0.372093023,4,11,1,0,0,1399.92,0,0
15480,116,1,303,905.5,905.5,45,0,0,14,0,0,0,905.5,0,0
15482,15,15,2981,6353.52,423.568,45,2.766129032,3,10,1,4,0.266666667,1270.704,1568.128117,667.976
15483,161,4,291,225.26,56.315,74,1.265060241,4,12,1,0,0,112.63,2.375878785,3.36
15484,1,5,3134,3559.21,711.842,135,0.411764706,3,13,1,1,0.2,889.8025,530.6920604,-241.109
15485,30,3,1281,2564.5,854.8333333,59,4.083333333,2,14,1,0,0,854.8333333,489.4501983,178.39
15489,22,4,593,1090.03,272.5075,47,3.5,3,12,1,1,0.25,363.3433333,72.93428709,-24.565
15491,95,7,1623,3075.85,439.4071429,107,0.91503268,0,10,1,1,0.142857143,615.17,292.7364211,-169.307
15492,28,2,483,659.46,329.73,32,1.352941176,0,14,1,0,0,329.73,223.459885,-316.02
15493,32,7,546,1918.86,274.1228571,177,0.820689655,0,11,1,2,0.285714286,479.715,140.2245508,43.406
15494,21,2,1139,1280.58,640.29,120,0.826446281,2,15,1,0,0,640.29,678.2426824,-959.18
15497,17,3,622,1259.7,419.9,13,20.13333333,0,10,1,1,0.333333333,629.85,478.3577375,-676.5
15500,8,4,572,1131.56,282.89,64,1.089552239,0,13,1,0,0,377.1866667,99.688018,-69.88
15503,362,1,70,141.04,141.04,66,0,6,10,1,0,0,141.04,0,0
15504,81,1,33,52.83,52.83,13,0,0,13,1,0,0,52.83,0,0
15505,52,7,2348,3497.14,499.5914286,90,1.051020408,4,7,1,2,0.285714286,874.285,223.6693556,-101.15
15506,22,3,842,972.08,324.0266667,121,0.725,3,12,1,0,0,324.0266667,129.9403033,128.04
15507,171,1,160,475.86,475.86,41,0,1,11,1,0,0,475.86,0,0
15508,189,6,440,1000.27,166.7116667,78,0.505494505,4,15,1,0,0,333.4233333,206.5172371,-73.655
15511,11,5,269,900.53,180.106,117,0.47133758,3,15,1,0,0,300.1766667,95.94399217,95.915
15512,155,2,68,121,60.5,7,34,2,12,1,0,0,60.5,57.55849199,-81.4
15513,31,22,5545,14520.08,660.0036364,183,1.092651757,3,12,1,3,0.136363636,1320.007273,846.4752695,65.014
15514,12,13,1761,2907.45,223.65,96,1.795918367,4,12,1,2,0.153846154,726.8625,559.179693,253.319
15516,44,3,27,62.43,20.81,15,0.142857143,0,11,1,0,0,62.43,0,0
15517,233,1,293,267.03,267.03,27,0,2,14,1,0,0,267.03,0,0
15518,64,12,1253,1897.75,158.1458333,135,1.252336449,6,12,1,4,0.333333333,379.55,140.0193906,-70.151
15520,1,1,314,343.5,343.5,18,0,3,10,1,0,0,343.5,0,0
15521,36,12,1675,2699.65,224.9708333,116,1.101010101,2,12,1,4,0.333333333,385.6642857,309.771624,-73.19892857
15522,32,2,572,397.99,198.995,47,1,1,12,1,0,0,198.995,84.93059549,-120.11
15523,84,1,132,412.01,412.01,10,0,4,16,1,0,0,412.01,0,0
15525,2,4,383,716.97,179.2425,132,2.378205128,2,14,1,1,0.25,238.99,43.06298062,-12.075
15526,33,2,24,148.44,74.22,4,0,6,15,1,0,0,148.44,0,0
15527,18,9,988,2411.68,267.9644444,127,2.061349693,0,12,1,1,0.111111111,344.5257143,219.0226345,52.87785714
15528,254,1,123,229.33,229.33,26,0,2,16,1,0,0,229.33,0,0
15529,22,12,3447,3932.6,327.7166667,414,0.519637462,1,11,1,1,0.083333333,436.9555556,211.3136202,14.85216667
15530,21,4,938,1497.31,374.3275,90,2.122641509,3,11,1,0,0,374.3275,157.5609178,-90.331
15531,8,2,1085,1972.39,986.195,196,0.100917431,2,17,1,0,0,986.195,719.6437844,-1017.73
15532,25,6,500,1490.98,248.4966667,204,1.30078125,6,13,1,2,0.333333333,372.745,72.28559123,-17.772
15533,19,5,256,746.92,149.384,73,0.823529412,6,15,1,2,0.4,373.46,180.8496304,-255.76
15535,173,7,121,426.4,60.91428571,55,2.594594595,6,12,1,3,0.428571429,106.6,97.00425111,36.234
15537,163,1,29,110.92,110.92,24,0,2,13,1,0,0,110.92,0,0
15539,7,1,410,538.46,538.46,41,0,4,13,1,0,0,538.46,0,0
15540,11,1,200,213.3,213.3,15,0,0,13,1,0,0,213.3,0,0
15541,114,1,49,85.13,85.13,29,0,2,14,1,0,0,85.13,0,0
15543,288,1,86,127.86,127.86,26,0,3,15,1,0,0,127.86,0,0
15544,8,11,3105,3542.51,322.0463636,122,1.4,4,16,1,2,0.181818182,442.81375,274.2059523,-41.7527381
15545,54,2,162,288.97,144.485,78,4.012658228,6,13,1,0,0,144.485,12.94712516,18.31
15547,7,14,3999,4910.6,350.7571429,441,0.511527378,6,12,1,0,0,491.06,239.143456,24.48860606
15549,77,4,681,1640.21,410.0525,103,2.115044248,3,15,1,1,0.25,546.7366667,435.4272484,-417.485
15550,4,4,295,575.63,143.9075,43,4.95,3,15,1,0,0,143.9075,7.139922385,2.645
15551,36,1,218,436.06,436.06,29,0,3,12,1,0,0,436.06,0,0
15552,217,1,60,90.12,90.12,17,0,4,14,1,0,0,90.12,0,0
15553,60,1,449,428.93,428.93,51,0,0,14,1,0,0,428.93,0,0
15554,277,1,74,217.2,217.2,14,0,0,9,1,0,0,217.2,0,0
15556,24,1,236,279.77,279.77,31,0,1,16,1,0,0,279.77,0,0
15557,28,1,213,468.91,468.91,16,0,4,12,1,0,0,468.91,0,0
15561,11,5,256,722.74,144.548,27,6.8,0,11,1,1,0.2,180.685,185.3526557,-0.626
15563,8,5,1430,1310.69,262.138,87,3.097345133,3,11,1,2,0.4,327.6725,260.7226258,-72.323
15565,50,2,60,173.16,86.58,8,2.857142857,3,10,1,0,0,86.58,3.139554108,-4.44
15567,18,1,223,186.01,186.01,7,0,0,10,1,0,0,186.01,0,0
15568,2,3,461,758.29,252.7633333,27,1.365384615,2,11,1,0,0,252.7633333,73.8801904,53.73
15569,103,5,666,1375.71,275.142,27,7.633333333,6,10,1,0,0,458.57,156.8738146,100.55
15570,7,13,2054,4093.27,314.8669231,232,1.113846154,3,14,1,1,0.076923077,511.65875,434.5403169,-39.05535714
15571,11,4,264,650.43,162.6075,47,1.196428571,6,11,1,0,0,325.215,173.7573493,245.73
15572,4,7,1213,2533.42,361.9171429,166,1.298578199,0,10,1,0,0,506.684,231.6805188,-14.384
